LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,TOTAL_BILL,TOTAL_PAY,PAYMENT_RATIO,CREDIT_UTILIZATION,AVG_PAYMENT_DELAY,MAX_PAYMENT_DELAY,DELAYED_MONTHS_COUNT,actual_default,risk_probability,risk_segment
50000,1,3,2,28,0,0,0,0,0,0,57207,58211,48160,48398,17942,16334,2000,2100,1300,650,600,1652,246252,8302,0.033713431769082,4.92504,0.0,0,0,0,0.35600575971974796,High Risk
60000,1,1,2,31,1,-1,-1,-1,0,-1,0,-880,-2640,1760,880,3110,0,0,4400,0,3110,0,2230,7510,3.367713004484305,0.0371666666666666,-0.5,1,1,1,0.46946805063877517,High Risk
320000,2,1,2,30,-1,-1,-1,-1,-1,-1,10283,2488,5187,11735,2280,9404,2488,5209,11735,2280,9404,3660,41377,34776,0.8404669260700389,0.129303125,-1.0,-1,0,0,0.15722505658364783,Medium Risk
200000,2,2,1,36,-1,-1,-1,-1,-1,-1,390,1308,1662,14490,34902,390,1308,1662,14987,34902,390,7500,53142,60749,1.1431447819050844,0.26571,-1.0,-1,0,0,0.3196217176734689,High Risk
10000,1,2,2,25,4,3,3,2,0,0,5365,5731,6095,6351,6603,6855,600,600,500,500,500,500,37000,3200,0.0864864864864864,3.7,2.0,4,4,0,0.7892639124771268,Very High Risk
180000,2,3,1,43,-1,-1,0,0,0,0,130500,47346,48176,49140,48129,45759,47346,1678,1642,2000,2000,1424,369050,56090,0.151984825904349,2.0502777777777776,-0.3333333333333333,0,0,0,0.1308082881618577,Low Risk
80000,1,2,1,29,0,0,-1,-1,-1,0,80832,40283,317,401,34985,37004,2000,450,500,35000,3000,2000,193822,42950,0.2215950717668789,2.422775,-0.5,0,0,0,0.3193162183431541,High Risk
260000,2,1,1,42,0,-1,-1,0,-1,-1,8606,3856,12996,8788,15104,16764,3856,13000,0,15104,16764,9118,66114,57842,0.8748827782315395,0.2542846153846154,-0.6666666666666666,0,0,0,0.26717358121363444,Medium Risk
100000,1,3,1,37,0,0,0,0,0,-1,31647,32935,32689,17246,3175,35311,2129,1686,1043,409,62380,945,153003,68592,0.4483049351973491,1.53003,-0.1666666666666666,0,0,0,0.2400043684748228,Medium Risk
10000,1,2,2,23,0,0,0,0,2,2,5857,6722,8305,9405,9100,13392,1117,1700,1230,0,761,0,52781,4808,0.0910933858774938,5.2781,0.6666666666666666,2,2,0,0.5466995982537203,Very High Risk
200000,2,2,2,27,2,2,0,0,0,0,186806,166153,157633,145423,146202,144685,0,6908,5200,5400,5700,9101,946902,32309,0.0341207432236915,4.73451,0.6666666666666666,2,2,0,0.724116877129638,Very High Risk
60000,2,1,2,32,0,0,0,0,0,0,59166,39328,38313,28660,31398,9966,2000,2300,1700,10000,1200,20000,206831,37200,0.1798569846879819,3.4471833333333333,0.0,0,0,0,0.2330088035405913,Medium Risk
100000,1,1,1,36,0,0,0,0,0,0,23070,18806,20183,21540,25775,0,1700,2000,2000,5000,0,0,109374,10700,0.0978294658694022,1.09374,0.0,0,0,0,0.22805086224543408,Medium Risk
50000,2,2,1,38,-1,-1,-1,-1,-1,-1,588,588,926,643,643,643,588,926,643,643,643,643,4031,4086,1.0136442570081865,0.08062,-1.0,-1,0,0,0.3570503091205016,High Risk
320000,2,2,2,34,-1,-1,-1,-1,0,-1,7806,2944,11755,52566,36658,42332,2944,11768,52592,0,42332,27435,154061,137071,0.8897190074061573,0.481440625,-0.8333333333333334,0,0,0,0.15218109275318054,Medium Risk
260000,2,1,2,33,1,-1,-1,-1,-1,-1,0,0,0,0,1980,2500,0,0,0,1980,2500,0,4480,4480,1.0,0.0172307692307692,-0.6666666666666666,1,1,0,0.4667803584621738,High Risk
160000,2,3,1,55,-1,-1,-1,-1,-1,-1,4144,2016,3384,1449,5542,7314,2016,3399,1449,5590,7314,1579,23849,21347,0.8950899408780242,0.14905625,-1.0,-1,0,0,0.27096870031401044,Medium Risk
80000,1,3,2,66,0,0,0,0,0,0,58592,52465,16937,15159,12195,0,2912,3000,3000,3000,0,0,155348,11912,0.0766794551587403,1.94185,0.0,0,0,0,0.20696478122355338,Medium Risk
180000,1,1,2,31,-1,-1,-1,-1,-1,-1,300,253,0,0,0,0,253,0,0,0,0,3642,553,3895,7.043399638336347,0.0030722222222222,-1.0,-1,0,0,0.2730482428894149,Medium Risk
360000,2,2,1,39,1,-1,-1,-1,-1,-1,0,791,173,1640,287,2418,791,173,1640,287,2426,507,5309,5824,1.0970050857035225,0.0147472222222222,-0.6666666666666666,1,1,0,0.381013972270154,High Risk
150000,1,3,1,38,0,0,0,0,0,0,40441,38497,39552,40393,41243,42157,2000,2000,1500,1500,1600,1600,242283,10200,0.0420995282376394,1.61522,0.0,0,0,0,0.17255613275892628,Medium Risk
20000,1,2,2,25,0,0,0,0,0,0,13896,12906,13983,10983,5400,0,2000,2500,2000,0,0,0,57168,6500,0.1136999720123145,2.8584,0.0,0,0,1,0.2717803493578358,Medium Risk
210000,2,3,2,36,2,0,0,0,0,0,420522,203447,206683,99411,63322,73433,16000,6549,4500,2407,12700,3200,1066818,45356,0.0425152181534244,5.0800857142857145,0.3333333333333333,2,1,0,0.6120639942523558,Very High Risk
180000,2,1,1,53,1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-0.6666666666666666,1,1,0,0.5845318065898729,Very High Risk
50000,2,2,2,22,2,2,2,2,2,2,36665,40362,39441,41318,13996,14974,4626,0,3003,0,1206,0,186756,8835,0.0473077170211398,3.73512,2.0,2,6,1,0.8209565520818212,Very High Risk
10000,2,3,2,22,0,0,0,0,-1,-1,8109,9778,8259,0,0,0,2000,1036,0,0,0,0,26146,3036,0.1161171880976057,2.6146,-0.3333333333333333,0,0,1,0.40630140327280717,High Risk
300000,1,1,2,30,0,0,0,0,0,0,237372,243409,250477,254808,260562,266200,10000,11000,10000,10000,10000,10000,1512828,61000,0.0403218343393961,5.04276,0.0,0,0,0,0.21538593569574424,Medium Risk
90000,2,2,2,26,0,0,0,0,0,0,83900,84236,79623,70039,70962,71013,4022,2917,2500,2451,2600,2700,459773,17190,0.0373880153902034,5.108588888888889,0.0,0,0,1,0.22975301270334403,Medium Risk
120000,2,2,2,38,-1,2,2,-1,-1,0,652,652,0,326,652,326,0,0,326,652,0,326,2608,1304,0.5,0.0217333333333333,0.1666666666666666,2,2,0,0.5692351833910135,Very High Risk
400000,2,1,2,36,-1,-1,0,-1,-1,-1,39601,21357,30689,2514,4215,827,21357,10689,2514,4215,827,10827,99203,50429,0.5083414816084191,0.2480075,-0.8333333333333334,0,0,0,0.13206927046085415,Low Risk
150000,2,1,2,36,0,0,0,0,0,0,43544,47751,49096,49848,52007,54161,5000,5000,3000,3000,3000,3500,296407,22500,0.0759091384481473,1.9760466666666667,0.0,0,0,0,0.14078643455797868,Low Risk
150000,1,1,2,29,0,0,0,0,0,0,4614,6370,9243,10280,10637,10916,2000,3000,1500,527,600,1000,52060,8627,0.1657126392623895,0.3470666666666667,0.0,0,0,0,0.2215517577928122,Medium Risk
160000,1,1,2,29,-1,-1,-1,-1,0,0,4908,0,0,3166,3166,0,0,0,3166,0,0,4493,11240,7659,0.6814056939501779,0.07025,-0.6666666666666666,0,0,0,0.23689464782675537,Medium Risk
370000,1,1,2,30,0,0,0,0,0,0,333930,280727,285705,295747,250158,255956,13000,11000,15000,10000,10000,12000,1702223,71000,0.0417101637094552,4.600602702702703,0.0,0,0,0,0.1862682255149014,Medium Risk
180000,1,1,2,26,-1,-1,-1,-1,-1,-1,758,0,1022,2004,0,2051,0,1022,2016,0,2051,0,5835,5089,0.8721508140531277,0.0324166666666666,-1.0,-1,0,1,0.31371743515453426,High Risk
30000,1,2,2,37,3,2,2,7,7,7,2379,2379,2379,2379,2379,2379,0,0,0,0,0,0,14274,0,0.0,0.4758,4.666666666666667,7,6,1,0.9281135152053808,Very High Risk
50000,2,2,1,30,0,0,0,0,-1,-1,34811,30753,6680,0,0,0,2000,1000,0,0,0,0,72244,3000,0.041525939870439,1.44488,-0.3333333333333333,0,0,1,0.2836512080580755,Medium Risk
250000,1,1,1,46,-1,-1,-1,-1,-1,-1,1197,-19,3121,2372,502,1979,0,3140,2387,504,1989,19150,9152,27170,2.96875,0.036608,-1.0,-1,0,1,0.25969737151124395,Medium Risk
50000,2,3,1,24,-1,-1,2,0,-1,-1,18965,21647,20731,13555,2338,41191,3000,15,587,2338,41191,18957,118427,66088,0.5580484180127843,2.36854,-0.3333333333333333,2,1,0,0.41530249220366827,High Risk
120000,2,1,1,41,0,0,0,0,0,0,118847,113190,114113,111593,112533,111672,5000,6000,5000,5000,5000,5000,681948,31000,0.0454580114612844,5.6829,0.0,0,0,0,0.19446292070886684,Medium Risk
100000,1,2,1,51,3,4,3,2,2,2,56002,55557,54083,54601,55585,57027,1000,0,2000,2000,2500,0,332855,7500,0.0225323338991452,3.32855,2.6666666666666665,4,6,1,0.7806528692575286,Very High Risk
240000,2,1,1,33,0,0,0,0,0,0,214361,218626,223329,227820,227154,231935,7830,8231,8332,8187,8500,8029,1343225,49109,0.0365605166669768,5.596770833333333,0.0,0,0,0,0.2288456711215751,Medium Risk
70000,1,1,2,27,0,0,0,0,-1,-1,64317,59944,30206,0,0,5000,2500,1000,0,0,5000,5862,159467,14362,0.0900625207723228,2.2781,-0.3333333333333333,0,0,0,0.25122109837663514,Medium Risk
60000,2,2,1,29,-1,-1,-1,-1,-1,-1,1033,2076,26,3742,3352,3570,2081,26,4822,3352,3570,1799,13799,15650,1.1341401550837018,0.2299833333333333,-1.0,-1,0,0,0.3094435260269487,High Risk
100000,2,2,1,36,-1,-1,-1,-1,-1,-1,2205,0,1983,3543,0,0,0,1983,3543,0,0,2645,7731,8171,1.0569137239684387,0.07731,-1.0,-1,0,0,0.29778309765689637,Medium Risk
150000,1,1,1,46,2,2,2,2,2,2,148364,150565,150254,64644,40150,41250,5400,5026,1722,1500,3000,108058,595227,124706,0.2095099852661253,3.96818,2.0,2,6,1,0.776034236671548,Very High Risk
210000,1,1,2,35,-1,-1,-1,-1,-1,-1,326,326,326,326,326,326,326,326,326,326,326,326,1956,1956,1.0,0.0093142857142857,-1.0,-1,0,0,0.46868834826771333,High Risk
300000,2,2,1,46,0,0,-1,0,-1,0,5287,5750,2977,4796,2367,7367,3000,3000,2500,2367,5000,3000,28544,18867,0.6609795403587444,0.0951466666666666,-0.3333333333333333,0,0,0,0.19698939494622555,Medium Risk
10000,1,2,2,24,-1,2,2,2,0,0,2887,1923,2989,2813,2008,2132,0,1500,0,0,150,0,14752,1650,0.111849240780911,1.4752,0.8333333333333334,2,3,0,0.6269139788967293,Very High Risk
140000,2,2,1,28,0,0,0,0,0,0,132070,134766,106450,106422,104337,106886,6000,4000,4000,4000,4300,3600,690931,25900,0.037485653415464,4.935221428571428,0.0,0,0,0,0.326182997956112,High Risk
90000,1,3,1,56,2,0,0,2,2,0,48900,37039,36334,34214,30789,28994,2000,4000,1100,0,1050,1034,216270,9184,0.0424654367226152,2.403,1.0,2,3,1,0.7497281637893466,Very High Risk
360000,2,2,1,42,-1,-1,-1,-1,-1,-1,2333,6295,0,0,1070,0,6295,0,0,1070,0,0,9698,7365,0.7594349350381522,0.0269388888888888,-1.0,-1,0,0,0.23444274076800348,Medium Risk
80000,1,2,2,27,0,0,0,0,0,0,60829,57556,59083,60051,41757,42641,2061,2455,2667,2002,2055,1000,321917,12240,0.038022223119624,4.0239625,0.0,0,0,0,0.279911536277776,Medium Risk
340000,2,2,2,39,0,0,0,0,0,0,332319,308286,315601,318616,243586,248766,12500,13775,10631,8900,9200,9525,1767174,64531,0.0365164946971831,5.197570588235294,0.0,0,0,0,0.2850612862197074,Medium Risk
90000,2,1,2,27,0,0,0,0,0,0,56754,58835,59461,60974,62339,63648,3000,2200,2500,2500,2500,2600,362011,15300,0.0422639091077342,4.022344444444444,0.0,0,0,0,0.22265470523708258,Medium Risk
80000,2,1,2,26,-1,-1,-1,-1,-1,-1,4620,2991,1441,1608,1453,4287,2991,1500,1608,1453,4287,6000,16400,17839,1.0877439024390243,0.205,-1.0,-1,0,0,0.26470897346613514,Medium Risk
20000,1,1,2,22,0,0,0,0,0,0,14677,16625,17924,18674,15452,15882,3004,3006,3007,489,2110,2201,99234,13817,0.1392365519882298,4.9617,0.0,0,0,0,0.28007561293267336,Medium Risk
240000,2,2,1,46,0,0,0,0,-1,-1,233438,240715,246000,-150,-150,-150,11250,10950,0,0,0,672,719703,22872,0.0317797758241941,2.9987625,-0.3333333333333333,0,0,0,0.23647822325940582,Medium Risk
50000,1,2,1,46,0,0,0,0,0,0,48885,48793,34440,30889,30182,29912,2000,2500,2000,1500,5000,1500,223101,14500,0.0649929852398689,4.46202,0.0,0,0,0,0.3705384765592801,High Risk
260000,2,1,1,35,-1,-1,-1,-1,-1,-1,-124,-124,-124,1599,360,882,0,0,1723,366,882,0,2469,2971,1.2033211826650465,0.0094961538461538,-1.0,-1,0,1,0.22420497181447835,Medium Risk
120000,2,1,2,30,-1,2,-1,-1,-1,-1,330,165,165,0,165,0,0,165,0,165,0,0,825,330,0.4,0.006875,-0.5,2,1,1,0.5093325905666137,Very High Risk
290000,2,2,1,45,0,0,0,0,0,0,36335,36085,35225,35711,35381,34468,1564,1594,1840,1378,1245,1388,213205,9009,0.0422551065875565,0.7351896551724137,0.0,0,0,0,0.15207367346150474,Medium Risk
60000,2,1,2,24,0,0,0,0,0,0,22504,23547,24877,21465,21218,21300,1420,1750,1338,761,925,887,134911,7081,0.0524864540326585,2.2485166666666667,0.0,0,0,0,0.2117888590870164,Medium Risk
120000,2,2,1,39,0,0,0,0,0,0,44630,37772,27827,3228,3294,0,1999,1040,265,66,0,0,116751,3370,0.0288648491233479,0.972925,0.0,0,0,0,0.21981587796038063,Medium Risk
20000,1,2,1,32,0,0,0,2,0,0,16354,17776,21158,20511,20316,20474,1700,4000,0,800,1000,800,116589,8300,0.0711902495089588,5.82945,0.3333333333333333,2,1,0,0.47969613682635526,High Risk
170000,1,2,2,42,0,0,0,0,0,0,142118,144803,133868,119956,121277,122926,7040,6165,5004,5003,5001,5009,784948,33222,0.0423238227245626,4.617341176470588,0.0,0,0,0,0.2024828620975637,Medium Risk
100000,2,2,1,31,0,0,0,0,0,0,75818,76887,78178,79858,74785,54849,2745,2939,3500,3000,1989,1987,440375,16160,0.036695997729208,4.40375,0.0,0,0,0,0.24148780655364663,Medium Risk
50000,2,4,1,33,0,0,0,0,0,0,43268,39605,39702,39200,40000,0,2011,2000,1000,800,0,0,201775,5811,0.0287994052781563,4.0355,0.0,0,0,0,0.24711614125845155,Medium Risk
60000,1,2,2,37,1,-1,-1,-1,-1,-1,-391,-781,-781,389,389,609,0,0,1950,0,1000,0,-566,2950,0.0,-0.0094333333333333,-0.6666666666666666,1,1,0,0.4733753771097555,High Risk
260000,2,1,1,39,-1,-1,-1,-1,-1,-1,5912,3768,1444,2402,2040,3172,3786,1451,2424,2050,3187,1972,18738,14870,0.7935745543814708,0.0720692307692307,-1.0,-1,0,1,0.23078547017991716,Medium Risk
50000,1,3,1,36,2,0,0,0,0,0,47097,46006,36272,11521,2678,5468,1796,1284,1060,100,99,273,149042,4612,0.0309442975805477,2.98084,0.3333333333333333,2,1,1,0.7433696914725044,Very High Risk
150000,2,3,1,45,0,0,0,0,0,0,141415,144592,147635,129507,132219,134869,5457,5661,4636,4800,4850,5000,830237,30404,0.0366208684989948,5.534913333333333,0.0,0,0,1,0.21908357116685295,Medium Risk
500000,1,1,2,48,1,-1,-1,-1,0,0,-471,-471,157,20697,23906,23906,0,785,20697,3766,0,2040,67724,27288,0.4029295375346997,0.135448,-0.3333333333333333,1,1,0,0.2590953212204399,Medium Risk
200000,2,2,1,33,0,0,0,0,0,0,15126,14633,14918,16992,8967,8494,3000,2000,5000,2000,1000,2000,79130,15000,0.189561481107039,0.39565,0.0,0,0,0,0.16461460287895685,Medium Risk
60000,1,2,2,24,0,0,2,0,0,0,57480,60491,57187,57619,57033,58493,4207,1000,1690,1473,2354,2009,348303,12733,0.0365572504399904,5.80505,0.3333333333333333,2,1,0,0.5225862138752535,Very High Risk
340000,2,1,2,29,0,0,0,0,0,0,82770,54523,30874,34939,40537,41658,10000,5874,5000,10000,2000,1400,285301,34274,0.1201327720547772,0.8391205882352941,0.0,0,0,0,0.10185394312244145,Low Risk
50000,2,2,2,48,-1,0,-1,-1,-1,-1,1309,2158,1787,860,896,1087,1000,1787,860,900,1087,3123,8097,8757,1.0815116709892554,0.16194,-0.8333333333333334,0,0,0,0.31462260241873036,High Risk
110000,2,1,2,24,1,2,0,0,0,0,115527,109871,110565,216850,110952,109169,0,4000,7000,7766,3982,5000,772934,27748,0.0358995722791338,7.026672727272727,0.5,2,2,1,0.5626127535679868,Very High Risk
20000,1,1,2,31,3,2,2,7,7,7,2400,2400,2400,2400,2400,2400,0,0,0,0,0,0,14400,0,0.0,0.72,4.666666666666667,7,6,1,0.9300310448358684,Very High Risk
340000,2,2,1,32,0,0,0,0,0,0,61605,64250,66293,57657,53035,54693,3500,3049,2706,1870,3000,4000,357533,18125,0.0506946211958057,1.0515676470588236,0.0,0,0,0,0.12731477835071633,Low Risk
330000,2,1,1,50,-1,-1,-1,-1,-1,-1,8872,4337,2854,1690,0,1709,4345,2854,1702,0,1709,258,19462,10868,0.5584215394101326,0.0589757575757575,-1.0,-1,0,0,0.2199720948960694,Medium Risk
30000,2,1,1,30,0,0,-1,2,-1,-1,3836,4380,1169,779,566,1361,1016,1169,0,567,1365,1834,12091,5951,0.4921842692912083,0.4030333333333333,-0.1666666666666666,2,1,0,0.5619110947684234,Very High Risk
210000,1,2,2,28,0,0,0,0,0,0,187992,193623,187501,167142,170910,174336,8500,8600,6500,6500,6300,7900,1081504,44300,0.0409614758706394,5.150019047619048,0.0,0,0,0,0.18857332490712042,Medium Risk
10000,2,3,2,36,-1,0,0,0,0,0,3671,4945,6157,7172,8048,8318,1500,1300,1124,1000,400,500,38311,5824,0.1520190023752969,3.8311,-0.1666666666666666,0,0,0,0.35410903803557325,High Risk
130000,1,2,2,29,-1,-1,-1,-1,-1,-1,3920,3848,942,942,768,-174,4000,942,942,768,0,0,10246,6652,0.6492289674019129,0.0788153846153846,-1.0,-1,0,0,0.2614522269214687,Medium Risk
50000,1,3,2,48,0,0,0,0,0,-1,79681,79989,76394,24873,-2132,28561,3200,2581,1200,2070,31500,1200,287366,41751,0.1452885866804006,5.74732,-0.1666666666666666,0,0,0,0.3836362023884482,High Risk
230000,2,2,2,53,0,0,0,0,0,0,9358,13482,17874,26743,26431,35153,5000,5000,10000,5000,10018,6850,129041,41868,0.3244550181725188,0.5610478260869565,0.0,0,0,0,0.12814629214945528,Low Risk
240000,2,1,1,37,0,0,0,0,0,0,86701,90251,92900,93876,91678,94280,5000,5000,3511,4000,4000,4000,549686,25511,0.0464101323300939,2.2903583333333333,0.0,0,0,0,0.14308333258466027,Low Risk
80000,2,3,1,26,0,0,0,-1,0,0,76118,78451,55339,25374,20054,20249,4196,3569,26022,504,1000,133,275585,35424,0.1285411034707984,3.4448125,-0.1666666666666666,0,0,0,0.2754716097587001,Medium Risk
180000,2,2,2,36,0,0,0,2,2,-1,14222,14701,17322,13137,0,2293,1300,2902,3047,0,2293,2000,61675,11542,0.187142278070531,0.3426388888888889,0.5,2,2,0,0.4072735247154343,High Risk
170000,1,1,1,42,-1,-1,-1,-1,-1,-1,610,995,2429,2202,598,1801,995,2429,2202,598,1801,1157,8635,9182,1.063346844238564,0.0507941176470588,-1.0,-1,0,0,0.3223773947135916,High Risk
30000,2,3,2,24,-1,-1,-1,-1,-1,-1,4882,14630,6323,2870,1485,3926,14630,6485,2870,1485,3926,0,34116,29396,0.8616484933755423,1.1372,-1.0,-1,0,0,0.2525934111644085,Medium Risk
10000,1,2,2,27,1,-1,0,0,0,0,-2000,2475,4428,6368,9046,10000,4475,2000,2000,2780,2000,0,30317,13255,0.4372134446020385,3.0317,0.0,1,1,0,0.4025161157813129,High Risk
380000,2,3,1,38,0,0,0,0,0,0,379080,374137,371624,362191,322148,309689,13501,14152,12270,11031,10207,10910,2118869,72071,0.0340139008121785,5.575971052631579,0.0,0,0,1,0.2909640424694042,Medium Risk
500000,1,1,1,33,1,-1,-1,-1,-1,0,2907,-110,-110,-310,82690,84529,9,0,0,83000,3000,4561,169596,90570,0.5340338215523951,0.339192,-0.5,1,1,0,0.37107732828492185,High Risk
20000,1,2,2,25,2,2,2,2,0,0,8880,9889,10087,9585,10082,10965,1500,700,0,1000,1400,0,59488,4600,0.0773265196342119,2.9744,1.3333333333333333,2,4,0,0.8637886614576359,Very High Risk
30000,2,3,1,46,2,2,2,2,3,2,22352,23392,23908,24815,24133,25087,1700,1200,1600,0,1500,0,143687,6000,0.0417574310828397,4.7895666666666665,2.1666666666666665,3,6,1,0.8776514316452101,Very High Risk
130000,2,1,2,27,-1,0,0,0,0,0,19486,52960,26491,19038,22297,25986,35000,10048,8000,5000,6000,8000,166258,72048,0.4333505756113991,1.2789076923076923,-0.1666666666666666,0,0,0,0.11133013925735265,Low Risk
300000,1,1,1,40,1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-0.6666666666666666,1,1,0,0.5368146819189079,Very High Risk
50000,1,2,1,45,1,2,0,0,0,0,20530,15843,18256,19896,19874,19248,0,3000,2000,1000,2000,0,113647,8000,0.0703934111767138,2.27294,0.5,2,2,0,0.6561930546425615,Very High Risk
50000,2,1,1,34,-1,-1,-1,-1,-1,-1,51400,0,0,0,0,0,0,0,0,0,0,0,51400,0,0.0,1.028,-1.0,-1,0,0,0.3378389170199672,High Risk
130000,2,3,1,56,0,0,0,0,0,0,30218,31706,34130,36245,38624,40989,2000,3000,3000,3000,3000,3000,211912,17000,0.0802219789346521,1.6300923076923075,0.0,0,0,0,0.1752664057821038,Medium Risk
490000,2,1,2,29,0,0,0,0,-1,-1,20984,10863,5342,7395,367,13804,2000,2000,3500,367,16024,3500,58755,27391,0.466190111479874,0.1199081632653061,-0.3333333333333333,0,0,0,0.12818871415732214,Low Risk
80000,1,2,2,28,0,0,0,-1,-1,-1,15268,5135,0,0,0,0,1315,0,0,0,0,0,20403,1315,0.0644513061804636,0.2550375,-0.5,0,0,0,0.29856554929154366,Medium Risk
80000,1,3,1,52,1,2,2,2,0,0,77185,80311,81558,78761,71352,19674,5000,3100,0,2000,713,1500,408841,12313,0.0301168424888893,5.1105125,1.1666666666666667,2,4,1,0.7080341878586158,Very High Risk
360000,1,1,1,38,0,0,0,0,0,0,277523,117239,121284,93951,58200,52585,4013,90054,9011,3007,2592,1013,720782,109690,0.1521819357309144,2.0021722222222222,0.0,0,0,0,0.10582882341406186,Low Risk
80000,1,1,2,28,0,0,0,2,0,0,47933,39695,42372,41393,42275,43418,2100,3650,0,1700,2000,3000,257086,12450,0.0484273744972499,3.213575,0.3333333333333333,2,1,0,0.40147835445700314,High Risk
70000,2,2,2,34,-1,-1,-1,-1,0,0,2226,1245,-1000,11019,11632,7864,1245,0,12019,1000,157,7851,32986,22272,0.6751955375007579,0.4712285714285714,-0.6666666666666666,0,0,0,0.2487936505466223,Medium Risk
300000,2,1,1,36,1,-1,-1,-1,-1,0,0,0,0,0,1894,2394,0,0,0,1894,500,4662,4288,7056,1.6455223880597014,0.0142933333333333,-0.5,1,1,0,0.44319422748139986,High Risk
360000,1,1,2,30,-1,-1,-1,-1,-1,0,8195,99996,795,1000,6398,9418,100496,799,1005,6398,3020,3040,125802,114758,0.9122112526032972,0.34945,-0.8333333333333334,0,0,0,0.10738561022801636,Low Risk
260000,2,2,1,35,-1,-1,-1,-1,-1,0,7967,67650,6000,0,88348,85962,67650,6000,0,88348,5000,25000,255927,191998,0.7502061134620419,0.9843346153846154,-0.8333333333333334,0,0,0,0.12278029463902324,Low Risk
490000,1,1,2,30,0,0,0,0,0,0,250637,254499,254762,253583,232878,236555,11032,10000,10000,9012,10000,10000,1482914,60044,0.0404905476649353,3.0263551020408164,0.0,0,0,0,0.1555717674051616,Medium Risk
170000,1,3,1,40,-1,-1,-1,-1,-1,-1,6115,868,2687,2885,2092,36612,872,2700,2899,2102,101556,8496,51259,118625,2.3142277453715443,0.3015235294117647,-1.0,-1,0,0,0.3300532550405262,High Risk
180000,2,1,1,26,-1,-1,-1,-1,-1,-1,4745,5865,6059,5537,17366,16971,5865,6091,5537,17366,16971,2785,56543,54615,0.9659020568416956,0.3141277777777778,-1.0,-1,0,0,0.1652182676873582,Medium Risk
110000,2,1,2,24,0,0,0,0,0,0,67729,64388,63447,65394,66810,68732,3000,3000,3000,2500,3000,4000,396500,18500,0.0466582597730138,3.6045454545454554,0.0,0,0,0,0.16909554067908628,Medium Risk
260000,2,1,1,34,0,0,0,0,0,0,136914,139380,140836,153026,156108,158893,7000,5188,15000,7500,7000,3000,885157,44688,0.0504859589880665,3.40445,0.0,0,0,0,0.1660445592517525,Medium Risk
310000,2,2,1,47,0,0,0,0,0,0,290211,296743,303686,226605,224937,228912,10989,12100,8000,8000,9000,7670,1571094,55759,0.0354905562620696,5.068045161290323,0.0,0,0,0,0.3134743196534562,High Risk
210000,1,3,2,25,-1,-1,2,-1,-1,-1,8817,23634,21776,9631,1561,1990,23776,0,9631,1561,1990,7967,67409,44925,0.6664540343277604,0.3209952380952381,-0.5,2,1,1,0.29517757599531014,Medium Risk
20000,1,2,2,24,2,2,2,2,2,2,16276,16715,18327,17735,19446,18988,1000,2200,0,2000,0,1200,107487,6400,0.0595420841590145,5.37435,2.0,2,6,0,0.8438778726848922,Very High Risk
140000,2,3,1,60,0,0,0,0,0,0,137730,137498,137187,136807,136631,136080,4990,4975,4897,5029,4792,4987,821933,29670,0.0360978327917239,5.87095,0.0,0,0,1,0.23339883872563277,Medium Risk
210000,2,1,2,38,0,0,0,0,0,0,13744,14565,13173,13258,8155,2838,5000,3397,3000,2000,2300,5230,65733,20927,0.3183636833858184,0.3130142857142857,0.0,0,0,0,0.1421142236814803,Low Risk
50000,2,2,1,31,0,0,0,0,0,0,22716,19198,19462,14841,11088,10301,2000,1510,4000,1000,600,500,97606,9610,0.0984570620658566,1.95212,0.0,0,0,0,0.2496868333709982,Medium Risk
120000,2,3,1,58,1,-1,-1,-1,-1,-1,0,2228,0,0,0,672,2228,0,0,0,672,2507,2900,5407,1.8644827586206896,0.0241666666666666,-0.6666666666666666,1,1,1,0.6010958707752807,Very High Risk
230000,2,3,1,37,0,0,0,0,0,0,228342,189966,142377,143828,143698,143342,6100,7000,5356,5400,5200,5500,991553,34556,0.0348503811697408,4.3111,0.0,0,0,0,0.25952309751058933,Medium Risk
230000,1,1,1,34,0,0,0,0,0,0,22954,11225,10669,13498,12482,9949,1700,1380,8000,1000,4000,1000,80777,17080,0.2114463275437315,0.3512043478260869,0.0,0,0,0,0.1920522110293859,Medium Risk
120000,1,2,2,30,2,2,2,2,2,2,69443,70896,72381,70629,74827,76470,3200,3200,0,6000,3000,3000,434646,18400,0.0423333011232129,3.62205,2.0,2,6,0,0.8783263983350548,Very High Risk
80000,1,3,2,42,0,0,2,0,0,0,11204,17587,17405,20207,23308,26406,6922,441,3450,3541,3545,3649,116117,21548,0.185571449486294,1.4514625,0.3333333333333333,2,1,0,0.4183817093088914,High Risk
